steps,time_ms
805100,7.351625
806100,7.328459
807100,7.381500
808100,7.385125
809100,7.382208
810100,7.372875
811100,7.406042
812100,7.392458
813100,7.410375
814100,7.421458
815100,7.413375
816100,7.436708
817100,7.442250
818100,7.464542
819100,7.468125
820100,7.520542
821100,7.467916
822100,7.526041
823100,7.520791
824100,7.577708
825100,7.571125
826100,7.510250
827100,7.544875
828100,7.530709
829100,7.557541
830100,7.564500
831100,7.586375
832100,7.581584
833100,7.629917
834100,7.635666
835100,7.632833
836100,7.631750
837100,7.619875
838100,7.654875
839100,7.647917
840100,7.680708
841100,7.651250
842100,7.669875
843100,7.691292
844100,7.693917
845100,7.720083
846100,7.704792
847100,7.719709
848100,7.716708
849100,7.752583
850100,7.731042
851100,7.792167
852100,7.759500
853100,7.761583
854100,7.769042
855100,7.784667
856100,7.801833
857100,7.866000
858100,7.591417
859100,7.824708
860100,7.823625
861100,7.839792
862100,7.877458
863100,7.849709
864100,7.879083
865100,7.853750
866100,7.916084
867100,7.897875
868100,7.920916
869100,7.898042
870100,7.970875
871100,7.918500
872100,7.964500
873100,7.945792
874100,7.952834
875100,7.948042
876100,7.997250
877100,8.013500
878100,8.044167
879100,8.013084
880100,8.015792
881100,8.034708
882100,8.027959
883100,8.039875
884100,8.045875
885100,8.054500
886100,8.139250
887100,8.090125
888100,8.095125
889100,8.113708
890100,8.090500
891100,8.095708
892100,8.109375
893100,8.140458
894100,8.135209
895100,8.147000
896100,8.173750
897100,8.169375
898100,8.169208
899100,8.189375
900100,8.175958
901100,8.210042
902100,8.225583
903100,8.226125
904100,8.223375
905100,8.268417
906100,8.285916
907100,8.282667
908100,8.252375
909100,8.278125
910100,8.299208
911100,8.409292
912100,8.295667
913100,8.306208
914100,8.309250
915100,8.322584
916100,8.330334
917100,8.333208
918100,8.346000
919100,8.417291
920100,8.365458
921100,8.419834
922100,8.396416
923100,8.434250
924100,8.413333
925100,8.419666
926100,8.437375
927100,8.464708
928100,8.468167
929100,8.460584
930100,8.450792
931100,8.486834
932100,8.465750
933100,8.572625
934100,8.500375
935100,8.502042
936100,8.506250
937100,8.535125
938100,8.533500
939100,8.574000
940100,8.544792
941100,8.615625
942100,8.562208
943100,8.583959
944100,8.579125
945100,8.606709
946100,8.648625
947100,8.635000
948100,8.675875
949100,8.618500
950100,8.670417
951100,8.669250
952100,8.694666
953100,8.677459
954100,8.693250
955100,8.673667
956100,8.706667
957100,8.741916
958100,8.753750
959100,8.718917
960100,8.748500
961100,8.734417
962100,8.766167
963100,8.756500
964100,8.814458
965100,8.785375
966100,8.813917
967100,8.789708
968100,8.823250
969100,8.833709
970100,8.818458
971100,8.843333
972100,8.908958
973100,8.860167
974100,8.877667
975100,8.885042
976100,8.873667
977100,8.921166
978100,8.799833
979100,8.968000
980100,8.925709
981100,8.993458
982100,8.976500
983100,8.957459
984100,8.997458
985100,8.989750
986100,9.027541
987100,9.018625
988100,9.038584
989100,9.020333
990100,9.049542
991100,9.013000
992100,9.039416
993100,9.077042
994100,9.068333
995100,9.073875
996100,9.074209
997100,9.112375
998100,9.080958
999100,9.112708
